"","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068"
"60",0.00499234694969196,0.00494368408880368,0.00489528540334366,0.00484742797743229,0.00480001677749294,0.00475307623544821,0.00470659250843345,0.00466056409391965,0.00461498558774253,0.00456985289526114,0.00452516155863703,0.00448090729301984,0.00443708581394391,0.00439369289216672,0.00435072433553101,0.00430817599424893,0.00426604375867571,0.0042243235594985,0.00418301136715537,0.00414210319150646,0.00410159508142919,0.00406148312444288,0.00402176344632886,0.00398243221075694,0.00394348561891463,0.00390491990914032,0.00386673135655996,0.00382891627272726,0.00379147100526746,0.00375439193752458,0.00371767548821205,0.00368131811106687,0.00364531629450709,0.00360966656129259,0.0035743654681893,0.00353940960563655,0.00350479559741787,0.00347052010033479,0.00343657980388399,0.00340297142993757,0.00336969173242637,0.00333673749702652,0.00330410554084893,0.0032717927121319,0.00323979588993669,0.0032081119838461,0.00317673793366596,0.00314567070912959,0.00311490730960508,0.00308444476380552
"61",0.00541772122397373,0.00536420131396015,0.00531191380571034,0.00525991014996389,0.00520848806941872,0.00515754545193361,0.00510710854924,0.00505716248738913,0.00500770565193628,0.00495873223618865,0.00491023784051646,0.00486221767503969,0.0048146671357514,0.00476758161905804,0.00472095658070245,0.00467478751627506,0.00462906996689155,0.00458379951680076,0.00453897179358755,0.00449458246754858,0.00445062725133887,0.00440710189953696,0.00436400220824151,0.00432132401466315,0.00427906319672308,0.00423721567265473,0.00419577740060957,0.00415474437826675,0.00411411264244651,0.00407387826872739,0.0040340373710672,0.0039945861014277,0.00395552064940291,0.00391683724185112,0.00387853214253038,0.00384060165173774,0.00380304210595184,0.00376584987747911,0.00372902137410335,0.0036925530387388,0.00365644134908658,0.00362068281729448,0.00358527398962009,0.0035502114460972,0.00351549180020554,0.00348111169854359,0.00344706782050483,0.00341335687795686,0.00337997561492397,0.00334692080727254
"62",0.00598164469890849,0.00592497583445827,0.00586644492074317,0.00580926179706134,0.00575238910264552,0.0056961524356056,0.00564044012316551,0.00558528087497419,0.00553065842445325,0.00547657100599948,0.00542301226924656,0.00536997740263272,0.00531746116780735,0.00526545852969599,0.00521396445367623,0.0051629739700177,0.00511248215256844,0.00506248412496427,0.00501297505801263,0.00496395016991453,0.00491540472558177,0.00486733403625053,0.00481973345900572,0.00477259839633986,0.00472592429570671,0.00467970664908227,0.00463394099252916,0.00458862290576552,0.00454374801173808,0.00449931197619943,0.00445531050728931,0.00441173935512018,0.00436859431136665,0.00432587120885912,0.00428356592118122,0.00424167436227124,0.00420019248602758,0.00415911628591786,0.00411844179459197,0.00407816508349892,0.00403828226250737,0.0039987894795299,0.00395968292015095,0.00392095880725845,0.00388261340067894,0.00384464299681637,0.00380704392829438,0.00376981256360208,0.00373294530674331,0.00369643859688929
"63",0.00653868488965841,0.00646857248493466,0.00640729056737074,0.0063439950229121,0.00628215698353166,0.00622065464349641,0.0061598401057949,0.00609959260707806,0.00603994319406542,0.00598087427601953,0.00592238394361062,0.00586446532952927,0.00580711323053498,0.00575032198185622,0.005694086138545,0.00563840025614224,0.00558325896036328,0.00552865692404939,0.00547458887388246,0.00542104958755598,0.00536803389401499,0.0053155366727178,0.00526355285321801,0.00521207741465026,0.00516110538525311,0.00511063184188639,0.00506065190955644,0.00501116076094501,0.00496215361594312,0.00491362574118935,0.00486557244961264,0.00481798909997961,0.00477087109644631,0.00472421388811424,0.00467801296859094,0.00463226387555462,0.00458696219032322,0.00454210353742761,0.004497683584189,0.00445369804030049,0.00441014265741263,0.00436701322872312,0.00432430558857054,0.00428201561203193,0.00424013921452446,0.00419867235141085,0.00415761101760878,0.00411695124720401,0.00407668911306738,0.00403682072647544
"64",0.00729191172688178,0.00710425408797934,0.00702807725023869,0.00696149470027344,0.00689272435301564,0.00682553757899691,0.00675871554092826,0.00669264079725039,0.00662718213908404,0.00656237329856156,0.00649819516341947,0.00643464565917887,0.00637171732453648,0.00630940450619303,0.00624770104939766,0.00618660103823693,0.00612609855732853,0.00606618776753445,0.00600686288091871,0.00594811816804304,0.005889947954893,0.00583234662313877,0.00577530860933295,0.00571882840445655,0.00566290055336009,0.00560751965424535,0.00555268035814088,0.00549837736838623,0.00544460544012009,0.00539135937977385,0.00533863404456987,0.00528642434202485,0.00523472522945791,0.0051835317135036,0.00513283884962955,0.00508264174165897,0.00503293554129769,0.00498371544766593,0.00493497670683458,0.00488671461136608,0.00483892449985968,0.0047916017565013,0.00474474181061765,0.00469834013623481,0.00465239225164105,0.00460689371895402,0.00456184014369206,0.00451722717434976,0.00447305050197774,0.00442930585976637
"65",0.00804155683445519,0.0078909824386506,0.00768790769110549,0.00760547250656706,0.00753341983338954,0.00745899962332162,0.00738629308575659,0.00731398124920889,0.00724247810140222,0.00717164165392521,0.00710150841019066,0.00703205768775739,0.00696328724171663,0.00689518899777794,0.00682775683819236,0.00676098410256238,0.00669486438894965,0.00662939129599065,0.00656455850483,0.00650035975202093,0.00643678883742021,0.00637383962086191,0.00631150602243944,0.00624978202163758,0.00618866165684105,0.00612813902472982,0.00606820827971818,0.00600886363338723,0.00595009935392667,0.00589190976558098,0.00583428924810123,0.00577723223620231,0.00572073321902535,0.00566478673960548,0.00560938739434475,0.00555452983249025,0.00550020875561727,0.00544641891711759,0.0053931551216927,0.00534041222485205,0.00528818513241612,0.00523646880002445,0.00518525823264839,0.00513454848410867,0.00508433465659769,0.00503461190020641,0.00498537541245599,0.00493662043783391,0.00488834226733463,0.00484053623800482
"66",0.00876758624601825,0.00867861013483098,0.00851610721352142,0.00829694485498134,0.00820797914315096,0.00813021844673942,0.00804990265682119,0.00797143629679042,0.00789339590604889,0.0078162282684879,0.00773978014735352,0.00766409093786422,0.00758913831911281,0.00751491986834853,0.00744142687163447,0.00736865272657272,0.0072965902451281,0.00722523251819979,0.00715457263730731,0.00708460378301464,0.00701531919568385,0.00694671218399548,0.00687877612135872,0.00681150444621593,0.00674489066110579,0.00667892833213301,0.00661361108831566,0.0065489326209799,0.00648488668314743,0.00642146708893313,0.00635866771294727,0.00629648248970401,0.00623490541303553,0.00617393053551194,0.0061135519678668,0.00605376387842835,0.00599456049255626,0.00593593609208385,0.00587788501476583,0.00582040165373138,0.00576348045694267,0.00570711592665854,0.00565130261890355,0.00559603514294217,0.00554130816075809,0.00548711638653866,0.00543345458616437,0.00538031757670329,0.00532770022591051,0.00527559745173238
"67",0.0096850430679222,0.00966273926882003,0.00956467887460988,0.00938558472999864,0.00914404633291996,0.00904599739982021,0.00896029749180646,0.00887178162034848,0.00878530400187111,0.00869929584329556,0.00861424954425502,0.00852999622282939,0.00844657929641018,0.0083639741651702,0.00828217815900069,0.00820118167428921,0.00812097743454623,0.00804155751785254,0.00796291430970193,0.00788504019627192,0.00780792766187567,0.00773156925672976,0.00765595760634437,0.00758108540756705,0.00750694542891822,0.00743353050955877,0.00736083355870555,0.00728884755491213,0.00721756554540169,0.00714698064539192,0.0070770860374312,0.00700787497073978,0.00693934076055784,0.00687147678749982,0.00680427649691513,0.00673773339825502,0.00667184106444571,0.00660659313126761,0.00654198329674068,0.00647800532051571,0.00641465302327158,0.00635192028611849,0.00628980105000691,0.00622828931514239,0.00616737914040609,0.00610706464278089,0.00604733999678327,0.00598819943390055,0.00592963724203384,0.00587164776494628
"68",0.0105075639937211,0.0105153886972112,0.0104911726854352,0.010384705098901,0.0101902563462445,0.00992800969305241,0.00982155455024511,0.0097285071742283,0.00963240240858861,0.0095385106452251,0.00944512859083355,0.00935279086085147,0.00926131409429419,0.00917074543093637,0.00908105816188854,0.0089922493881206,0.00890430868265591,0.00881722814515628,0.008730999174518,0.00864561350340641,0.00856106286522912,0.00847733909994311,0.00839443411905894,0.0083123399158361,0.0082310485609875,0.00815055220304384,0.00807084306723256,0.00799191345484337,0.00791375574244725,0.00783636238117215,0.00775972589597005,0.00768383888489621,0.00760869401839382,0.00753428403858625,0.00746060175857598,0.0073876400617505,0.00731539190109487,0.00724385029851117,0.00717300834414445,0.00710285919571543,0.00703339607785954,0.00696461228147253,0.00689650116306259,0.0068290561441085,0.00676227071042443,0.00669613841153061,0.00663065286003043,0.00656580773099342,0.00650159676134442,0.00643801374925863
"69",0.0119357238838048,0.011490940160258,0.0114994971578295,0.0114730148311547,0.0113565832142164,0.0111439364977798,0.0108571468478801,0.0107407288392454,0.0106389733961649,0.0105338744301494,0.0104311955756598,0.0103290741325074,0.0102280947494275,0.0101280569051478,0.0100290121511343,0.00993093127888059,0.00983381111804377,0.009737640265813,0.0096424100824775,0.00954811116197822,0.00945473446326164,0.00936227094608607,0.00927071168673082,0.00918004783972532,0.00909027064899857,0.00900137144318172,0.00891334163600642,0.00882617272507896,0.00873985629118634,0.00865438399744222,0.00856974758849484,0.00848593888972545,0.00840294980646014,0.00832077232318757,0.00823939850278488,0.00815882048575113,0.00807903048944812,0.00800002080734877,0.00792178380829271,0.00784431193574927,0.00776759770708765,0.00769163371285415,0.00761641261605658,0.00754192715145559,0.00746817012486294,0.0073951344124467,0.00732281296004316,0.00725119878247547,0.00718028496287907,0.00711006465203349
